,HomePlanet,CryoSleep,Deck,RoomNum,Side,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported
1863,Mars,True,F,394.0,P,55 Cancri e,19.0,False,0.0,0.0,0.0,0.0,0.0,True
1864,Earth,True,G,321.0,P,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,False
1865,Earth,False,F,378.0,S,55 Cancri e,22.0,False,0.0,0.0,30.0,499.0,138.0,False
1866,Earth,False,E,146.0,S,TRAPPIST-1e,22.0,False,213.0,85.0,352.0,12.0,1.0,True
1867,Mars,True,F,379.0,S,TRAPPIST-1e,21.0,False,224.687617481203,0.0,0.0,0.0,0.0,True
1868,Earth,False,F,380.0,S,TRAPPIST-1e,31.0,False,1062.0,0.0,802.0,71.0,0.0,False
1869,Earth,False,E,125.0,P,TRAPPIST-1e,17.0,False,0.0,0.0,249.0,537.0,5.0,True
1870,Earth,False,G,314.0,S,PSO J318.5-22,30.0,False,231.0,0.0,0.0,274.0,26.0,False
1871,Earth,False,F,381.0,S,TRAPPIST-1e,15.0,False,12.0,25.0,197.0,631.0,0.0,False
1872,Earth,False,G,315.0,S,TRAPPIST-1e,42.0,False,37.0,1670.0,0.0,0.0,0.0,True
1873,Earth,False,F,383.0,S,TRAPPIST-1e,55.0,False,373.0,1.0,1.0,496.0,0.0,False
1874,Europa,False,C,76.0,S,55 Cancri e,28.0,False,5.0,2676.0,13.0,0.0,157.0,True
1875,Earth,False,F,396.0,P,TRAPPIST-1e,33.0,False,673.0,194.0,548.0,59.0,40.0,False
1876,Earth,False,G,323.0,P,TRAPPIST-1e,19.0,False,3.0,6.0,20.0,60.0,719.0,False
1877,Earth,False,F,386.0,S,TRAPPIST-1e,24.0,False,224.687617481203,856.0,0.0,0.0,5.0,False
1878,Earth,False,G,317.0,S,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,False
1879,Earth,True,G,317.0,S,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,False
1880,Europa,False,A,25.0,S,55 Cancri e,30.0,False,0.0,5734.0,0.0,5.0,1.0,True
1881,Europa,False,B,59.0,P,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,False
1882,Europa,True,B,59.0,P,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,True
1883,Europa,True,B,59.0,P,55 Cancri e,40.0,False,0.0,0.0,0.0,0.0,0.0,True
1884,Earth,True,G,324.0,P,PSO J318.5-22,33.0,False,0.0,0.0,0.0,0.0,304.8547912992357,True
1885,Earth,True,G,318.0,S,PSO J318.5-22,46.0,False,0.0,0.0,0.0,0.0,304.8547912992357,False
1886,Europa,False,B,60.0,P,55 Cancri e,30.0,True,1250.0,865.0,0.0,3725.0,5416.0,False
1887,Earth,False,F,398.0,P,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,804.0,False
1888,Earth,False,F,387.0,S,TRAPPIST-1e,19.0,False,1139.0,18.0,0.0,0.0,671.0,True
1889,Europa,False,B,83.0,S,55 Cancri e,22.0,False,0.0,5183.0,0.0,1080.0,2.0,True
1890,Europa,False,B,83.0,S,55 Cancri e,20.0,False,0.0,162.0,0.0,148.0,7619.0,False
1891,Earth,False,F,390.0,S,PSO J318.5-22,36.0,False,0.0,809.0,0.0,86.0,0.0,False
1892,Earth,False,G,322.0,S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True
1893,Earth,False,E,150.0,S,55 Cancri e,17.0,False,44.0,1535.0,10.0,51.0,0.0,True
1894,Earth,True,G,323.0,S,TRAPPIST-1e,28.82793046746535,False,0.0,0.0,0.0,0.0,0.0,True
1895,Earth,True,G,323.0,S,PSO J318.5-22,15.0,False,0.0,0.0,0.0,0.0,0.0,True
1896,Earth,False,G,323.0,S,TRAPPIST-1e,20.0,False,0.0,4.0,429.0,0.0,287.0,False
1897,Earth,False,F,399.0,P,55 Cancri e,19.0,False,30.0,1.0,1051.0,0.0,6.0,True
1898,Earth,False,F,391.0,S,PSO J318.5-22,24.0,False,662.0,0.0,0.0,0.0,9.0,False
1899,Earth,False,F,400.0,P,55 Cancri e,43.0,False,0.0,6.0,730.0,1.0,0.0,False
1900,Mars,True,F,402.0,P,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,True
1901,Earth,False,F,393.0,S,TRAPPIST-1e,42.0,False,399.0,75.0,38.0,771.0,0.0,False
1902,Earth,False,F,404.0,P,TRAPPIST-1e,21.0,False,6.0,133.0,503.0,0.0,2.0,False
1903,Europa,True,B,85.0,S,TRAPPIST-1e,50.0,False,0.0,0.0,0.0,0.0,0.0,True
1904,Europa,True,B,85.0,S,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,True
1905,Earth,True,G,327.0,P,TRAPPIST-1e,64.0,False,224.687617481203,0.0,0.0,0.0,0.0,True
1906,Earth,False,F,394.0,S,TRAPPIST-1e,50.0,False,0.0,0.0,0.0,785.0,19.0,False
1907,Mars,True,F,395.0,S,TRAPPIST-1e,24.0,False,224.687617481203,0.0,0.0,0.0,0.0,True
1908,Earth,False,F,396.0,S,TRAPPIST-1e,27.0,False,0.0,0.0,634.0,1.0,23.0,True
1909,Earth,True,G,324.0,S,55 Cancri e,42.0,False,0.0,0.0,0.0,0.0,304.8547912992357,True
1910,Earth,True,G,328.0,P,55 Cancri e,30.0,False,0.0,0.0,0.0,0.0,0.0,False
1911,Earth,False,E,126.0,P,TRAPPIST-1e,20.0,False,2.0,0.0,694.0,0.0,22.0,True
1912,Mars,False,E,151.0,S,TRAPPIST-1e,31.0,False,162.0,1211.0,4.0,0.0,1.0,True
1913,Europa,False,C,68.0,P,55 Cancri e,26.0,False,281.0,741.0,13.0,0.0,4724.0,False
1914,Europa,False,C,69.0,P,55 Cancri e,39.0,False,0.0,458.07720329024676,0.0,1528.0,1119.0,False
1915,Earth,False,G,330.0,P,TRAPPIST-1e,28.82793046746535,False,0.0,0.0,0.0,0.0,0.0,False
1916,Earth,False,G,330.0,P,PSO J318.5-22,32.0,False,0.0,58.0,0.0,0.0,642.0,True
1917,Earth,True,G,330.0,P,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,True
1918,Earth,False,G,330.0,P,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,True
1919,Earth,True,G,330.0,P,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,True
1920,Earth,True,G,330.0,P,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,False
1921,Earth,True,G,331.0,P,TRAPPIST-1e,52.0,False,0.0,0.0,0.0,0.0,0.0,False
1922,Earth,False,F,407.0,P,TRAPPIST-1e,14.0,False,16.0,0.0,0.0,712.0,149.0,False
1923,Earth,False,F,407.0,P,TRAPPIST-1e,68.0,False,0.0,286.0,0.0,1739.0,13.0,False
1924,Earth,True,G,331.0,P,PSO J318.5-22,18.0,False,0.0,0.0,0.0,0.0,0.0,True
1925,Earth,False,G,333.0,P,TRAPPIST-1e,55.0,False,2.0,0.0,0.0,0.0,907.0,True
1926,Earth,False,G,327.0,S,55 Cancri e,22.0,False,1430.0,0.0,0.0,0.0,423.0,False
1927,Europa,False,D,65.0,P,TRAPPIST-1e,34.0,False,0.0,5063.0,0.0,56.0,327.0,True
1928,Mars,False,F,398.0,S,TRAPPIST-1e,17.0,False,583.0,0.0,753.0,0.0,0.0,False
1929,Earth,True,G,328.0,S,PSO J318.5-22,38.0,False,0.0,0.0,0.0,0.0,0.0,False
1930,Earth,False,F,410.0,P,TRAPPIST-1e,13.0,False,12.0,0.0,0.0,0.0,1963.0,False
1931,Earth,True,G,329.0,S,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,True
1932,Europa,True,C,70.0,P,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,True
1933,Europa,False,C,70.0,P,TRAPPIST-1e,27.0,True,0.0,0.0,72.0,668.0,2713.0,False
1934,Earth,False,E,127.0,P,TRAPPIST-1e,17.0,False,224.687617481203,1.0,533.0,326.0,0.0,True
1935,Europa,False,C,78.0,S,55 Cancri e,45.0,False,0.0,3559.0,0.0,3615.0,163.0,False
1936,Europa,False,C,78.0,S,55 Cancri e,28.0,False,167.0,2406.0,71.0,283.0,650.0,True
1937,Earth,False,F,401.0,S,TRAPPIST-1e,23.0,False,177.0,0.0,7.0,0.0,448.0,False
1938,Europa,False,D,69.0,S,TRAPPIST-1e,24.0,False,1289.0,3343.0,0.0,4996.0,729.0,False
1939,Europa,False,D,69.0,S,TRAPPIST-1e,23.0,False,9.0,4081.0,0.0,0.0,16.0,True
1940,Earth,False,F,402.0,S,55 Cancri e,29.0,False,270.0,0.0,0.0,25.0,343.0,False
1941,Earth,False,G,334.0,P,TRAPPIST-1e,46.0,False,430.0,0.0,340.0,52.0,61.0,False
1942,Earth,False,F,411.0,P,PSO J318.5-22,17.0,False,8.0,911.0,0.0,0.0,0.0,True
1943,Earth,False,G,335.0,P,TRAPPIST-1e,20.0,False,0.0,0.0,4.0,35.0,769.0,False
1944,Earth,False,F,407.0,S,TRAPPIST-1e,24.0,False,121.0,20.0,0.0,68.0,506.0,False
1945,Europa,False,A,16.0,P,TRAPPIST-1e,40.0,False,19.0,10.0,1.0,4759.0,6007.0,False
1946,Europa,True,A,16.0,P,TRAPPIST-1e,28.82793046746535,False,0.0,0.0,0.0,0.0,0.0,True
1947,Europa,False,C,72.0,P,TRAPPIST-1e,38.0,False,0.0,590.0,2640.0,6202.0,99.0,False
1948,Europa,False,A,26.0,S,TRAPPIST-1e,65.0,False,51.0,4451.0,0.0,20.0,397.0,True
1949,Europa,False,A,26.0,S,TRAPPIST-1e,19.0,False,0.0,1342.0,0.0,152.0,556.0,True
1950,Earth,False,F,408.0,S,TRAPPIST-1e,54.0,False,0.0,0.0,872.0,0.0,1.0,True
1951,Earth,False,F,409.0,S,55 Cancri e,38.0,False,0.0,717.0,0.0,0.0,0.0,False
1952,Earth,False,G,331.0,S,TRAPPIST-1e,40.0,False,51.0,0.0,1.0,368.0,509.0,True
1953,Earth,False,F,412.0,P,PSO J318.5-22,21.0,False,224.687617481203,2.0,133.0,0.0,549.0,False
1954,Earth,False,F,413.0,P,TRAPPIST-1e,22.0,False,8.0,0.0,801.0,0.0,12.0,True
1955,Earth,False,F,414.0,P,TRAPPIST-1e,33.0,False,356.0,458.07720329024676,0.0,245.0,0.0,False
1956,Mars,False,D,70.0,S,TRAPPIST-1e,18.0,False,29.0,0.0,2315.0,0.0,1.0,True
1957,Mars,False,E,153.0,S,TRAPPIST-1e,43.0,False,546.0,0.0,41.0,710.0,0.0,False
1958,Mars,False,E,600.3676712973864,S,TRAPPIST-1e,13.0,False,6726.0,0.0,1605.0,1266.0,0.0,False
1959,Mars,False,F,410.0,S,TRAPPIST-1e,26.0,False,1751.0,0.0,0.0,0.0,0.0,False
1960,Mars,False,D,70.0,S,TRAPPIST-1e,22.0,False,2300.0,0.0,22.0,256.0,0.0,False
1961,Mars,True,F,415.0,P,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,True
1962,Earth,False,F,411.0,S,PSO J318.5-22,25.0,False,0.0,11.0,0.0,13.0,1344.0,False
1963,Mars,False,F,412.0,S,TRAPPIST-1e,29.0,False,216.0,10.0,611.0,594.0,0.0,False
1964,Mars,False,F,412.0,S,TRAPPIST-1e,49.0,False,1624.0,0.0,68.0,311.1387779083431,0.0,False
1965,Europa,True,B,86.0,S,55 Cancri e,29.0,False,0.0,0.0,0.0,0.0,0.0,True
1966,Mars,False,D,71.0,S,55 Cancri e,45.0,False,10.0,1095.0,1474.0,0.0,0.0,True
1967,Earth,False,F,413.0,S,PSO J318.5-22,45.0,False,0.0,0.0,734.0,3.0,5.0,True
1968,Europa,False,C,79.0,S,TRAPPIST-1e,30.0,False,63.0,9314.0,249.0,2624.0,4538.0,False
1969,Earth,False,F,414.0,S,TRAPPIST-1e,29.0,False,776.0,0.0,4.0,0.0,23.0,False
1970,Earth,False,F,600.3676712973864,S,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,False
1971,Earth,True,G,335.0,S,55 Cancri e,16.0,False,0.0,0.0,0.0,0.0,0.0,False
1972,Earth,False,G,336.0,S,55 Cancri e,20.0,False,1.0,0.0,0.0,4926.0,1.0,False
1973,Earth,False,G,338.0,P,TRAPPIST-1e,33.0,False,235.0,2.0,1.0,650.0,0.0,False
1974,Earth,True,G,339.0,P,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,False
1975,Mars,False,F,417.0,P,TRAPPIST-1e,24.0,False,600.0,593.0,1404.0,0.0,1.0,False
1976,Mars,False,F,418.0,P,TRAPPIST-1e,29.0,False,860.0,305.0,18.0,1415.0,0.0,False
1977,Europa,True,B,87.0,S,55 Cancri e,40.0,False,0.0,0.0,0.0,0.0,0.0,True
1978,Europa,True,D,72.0,S,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
1979,Earth,True,G,339.0,S,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,False
1980,Europa,False,G,600.3676712973864,S,TRAPPIST-1e,31.0,False,0.0,8718.0,0.0,13036.0,267.0,False
1981,Earth,True,G,340.0,P,PSO J318.5-22,26.0,False,0.0,0.0,0.0,0.0,0.0,False
1982,Mars,False,D,73.0,S,TRAPPIST-1e,49.0,False,0.0,0.0,1058.0,0.0,0.0,True
1983,Earth,True,G,341.0,P,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,False
1984,Earth,True,G,342.0,P,PSO J318.5-22,23.0,False,0.0,0.0,0.0,0.0,0.0,False
1985,Earth,True,G,342.0,P,PSO J318.5-22,14.0,False,0.0,0.0,0.0,0.0,0.0,True
1986,Earth,False,G,341.0,S,55 Cancri e,21.0,False,770.0,0.0,0.0,40.0,0.0,False
1987,Earth,False,G,343.0,P,TRAPPIST-1e,18.0,False,0.0,1.0,0.0,80.0,826.0,False
1988,Earth,False,F,415.0,S,TRAPPIST-1e,28.82793046746535,False,717.0,0.0,0.0,0.0,0.0,False
1989,Earth,False,F,419.0,P,TRAPPIST-1e,19.0,False,721.0,62.0,7.0,0.0,0.0,True
1990,Earth,False,G,344.0,P,TRAPPIST-1e,22.0,False,624.0,0.0,0.0,0.0,185.0,False
1991,Earth,False,F,420.0,P,TRAPPIST-1e,17.0,False,736.0,0.0,2.0,20.0,0.0,False
1992,Earth,False,F,421.0,P,PSO J318.5-22,13.0,False,0.0,2.0,480.0,10.0,176.0,False
1993,Earth,False,E,128.0,P,TRAPPIST-1e,26.0,False,0.0,458.07720329024676,0.0,91.0,900.0,False
1994,Mars,False,D,74.0,S,TRAPPIST-1e,28.82793046746535,False,1054.0,0.0,43.0,85.0,0.0,False
1995,Mars,True,F,416.0,S,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,True
1996,Mars,False,F,422.0,P,TRAPPIST-1e,20.0,False,1146.0,0.0,0.0,0.0,3.0,False
1997,Earth,False,E,129.0,P,TRAPPIST-1e,20.0,False,75.0,0.0,0.0,1545.0,0.0,False
1998,Earth,False,E,129.0,P,TRAPPIST-1e,23.0,False,426.0,0.0,362.0,0.0,0.0,False
1999,Earth,False,G,343.0,S,TRAPPIST-1e,61.0,False,2.0,0.0,17.0,868.0,28.0,False
2000,Mars,True,F,423.0,P,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
2001,Mars,False,F,423.0,P,55 Cancri e,3.0,False,0.0,0.0,0.0,0.0,0.0,True
2002,Mars,False,F,423.0,P,55 Cancri e,4.0,False,0.0,0.0,0.0,0.0,0.0,True
2003,Earth,True,G,344.0,S,55 Cancri e,13.0,False,0.0,0.0,0.0,0.0,0.0,True
2004,Mars,True,F,417.0,S,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,True
2005,Earth,False,F,424.0,P,TRAPPIST-1e,18.0,False,0.0,0.0,698.0,0.0,0.0,True
2006,Earth,False,E,130.0,P,55 Cancri e,66.0,False,0.0,0.0,1610.0,0.0,0.0,True
2007,Mars,True,F,418.0,S,TRAPPIST-1e,39.0,False,0.0,0.0,0.0,0.0,0.0,True
2008,Earth,False,F,419.0,S,TRAPPIST-1e,21.0,False,0.0,1433.0,0.0,1234.0,0.0,False
2009,Earth,True,G,345.0,S,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,False
2010,Earth,True,G,600.3676712973864,S,TRAPPIST-1e,56.0,False,0.0,0.0,0.0,0.0,0.0,False
2011,Earth,False,F,425.0,P,TRAPPIST-1e,15.0,False,0.0,951.0,128.0,0.0,0.0,False
2012,Mars,False,E,155.0,S,TRAPPIST-1e,28.82793046746535,False,1146.0,0.0,47.0,0.0,105.0,True
2013,Earth,False,F,420.0,S,TRAPPIST-1e,13.0,False,579.0,226.0,61.0,1.0,7.0,False
2014,Europa,True,B,89.0,S,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,True
2015,Earth,True,G,346.0,P,PSO J318.5-22,38.0,False,0.0,0.0,0.0,0.0,0.0,False
2016,Earth,False,F,426.0,P,TRAPPIST-1e,45.0,False,2138.0,0.0,0.0,659.0,0.0,False
2017,Earth,True,G,347.0,P,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,304.8547912992357,False
2018,Earth,False,G,348.0,P,TRAPPIST-1e,19.0,False,78.0,0.0,0.0,550.0,0.0,False
2019,Earth,False,F,421.0,S,TRAPPIST-1e,49.0,False,651.0,25.0,0.0,849.0,2.0,False
2020,Earth,False,F,423.0,S,TRAPPIST-1e,21.0,False,0.0,820.0,0.0,45.0,0.0,True
2021,Earth,False,F,424.0,S,TRAPPIST-1e,18.0,False,0.0,402.0,2027.0,0.0,0.0,True
2022,Mars,True,F,429.0,P,TRAPPIST-1e,43.0,False,0.0,0.0,0.0,0.0,0.0,True
2023,Mars,True,F,425.0,S,PSO J318.5-22,27.0,False,0.0,0.0,0.0,0.0,0.0,True
2024,Mars,False,F,425.0,S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True
2025,Earth,False,G,349.0,P,TRAPPIST-1e,27.0,False,0.0,0.0,6.0,745.0,22.0,False
2026,Europa,True,B,63.0,P,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,True
2027,Earth,False,F,431.0,P,PSO J318.5-22,20.0,False,38.0,220.0,495.0,0.0,304.8547912992357,False
2028,Mars,True,F,427.0,S,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,True
2029,Mars,False,F,427.0,S,TRAPPIST-1e,20.0,False,212.0,0.0,991.0,0.0,13.0,False
2030,Earth,False,F,433.0,P,TRAPPIST-1e,24.0,False,388.0,0.0,7.0,409.0,0.0,False
2031,Earth,False,G,351.0,P,TRAPPIST-1e,41.0,False,2.0,0.0,551.0,5577.0,68.0,False
2032,Earth,False,G,347.0,S,PSO J318.5-22,23.0,False,0.0,774.0,0.0,0.0,0.0,True
2033,Earth,True,G,352.0,P,PSO J318.5-22,27.0,False,0.0,0.0,0.0,0.0,0.0,True
2034,Earth,True,G,348.0,S,55 Cancri e,58.0,False,0.0,0.0,0.0,0.0,0.0,True
2035,Mars,True,F,435.0,P,TRAPPIST-1e,53.0,False,0.0,0.0,0.0,311.1387779083431,0.0,True
2036,Europa,False,C,80.0,S,TRAPPIST-1e,30.0,False,437.0,3585.0,0.0,4488.0,281.0,False
2037,Earth,False,F,428.0,S,55 Cancri e,24.0,False,1.0,0.0,0.0,318.0,247.0,False
2038,Europa,False,B,64.0,P,TRAPPIST-1e,31.0,False,46.0,1935.0,0.0,995.0,1254.0,False
2039,Mars,False,F,429.0,S,PSO J318.5-22,46.0,False,607.0,0.0,41.0,334.0,251.0,False
2040,Mars,False,F,429.0,S,TRAPPIST-1e,20.0,False,938.0,59.0,31.0,12.0,0.0,False
2041,Earth,True,G,350.0,S,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,False
2042,Earth,False,F,437.0,P,TRAPPIST-1e,30.0,False,0.0,236.0,0.0,1149.0,0.0,False
2043,Earth,False,F,438.0,P,55 Cancri e,24.0,False,0.0,421.0,0.0,207.0,63.0,False
2044,Earth,False,G,354.0,P,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,628.0,0.0,False
2045,Earth,False,F,430.0,S,TRAPPIST-1e,20.0,False,1750.0,0.0,446.0,0.0,76.0,False
2046,Mars,True,F,431.0,S,TRAPPIST-1e,48.0,False,0.0,0.0,0.0,0.0,0.0,True
2047,Earth,False,F,439.0,P,PSO J318.5-22,25.0,False,0.0,0.0,619.0,0.0,70.0,False
2048,Earth,True,G,352.0,S,TRAPPIST-1e,43.0,False,0.0,0.0,0.0,0.0,0.0,False
2049,Earth,False,F,440.0,P,TRAPPIST-1e,27.0,False,0.0,280.0,119.0,646.0,5.0,True
2050,Europa,False,B,65.0,P,TRAPPIST-1e,47.0,False,224.687617481203,32.0,0.0,4027.0,1440.0,False
2051,Europa,False,B,65.0,P,55 Cancri e,26.0,False,26.0,4587.0,0.0,102.0,0.0,True
2052,Europa,True,B,65.0,P,TRAPPIST-1e,37.0,False,0.0,0.0,0.0,0.0,0.0,True
2053,Europa,False,B,65.0,P,55 Cancri e,42.0,False,0.0,1180.0,0.0,2677.0,283.0,False
2054,Earth,False,E,156.0,S,55 Cancri e,61.0,False,0.0,654.0,902.0,0.0,68.0,True
2055,Mars,False,F,442.0,P,TRAPPIST-1e,29.0,False,1443.0,1108.0,47.0,0.0,0.0,False
2056,Europa,False,D,75.0,S,55 Cancri e,32.0,False,0.0,1968.0,13.0,1051.0,304.8547912992357,True
2057,Mars,False,F,443.0,P,TRAPPIST-1e,51.0,False,1671.0,0.0,17.0,0.0,0.0,False
2058,Mars,False,D,76.0,S,TRAPPIST-1e,43.0,False,2019.0,0.0,560.0,0.0,0.0,False
2059,Europa,True,B,90.0,S,55 Cancri e,25.0,False,0.0,0.0,0.0,0.0,0.0,True
2060,Earth,False,E,157.0,S,TRAPPIST-1e,31.0,False,0.0,0.0,187.0,602.0,0.0,False
2061,Earth,False,F,432.0,S,PSO J318.5-22,13.0,False,0.0,14.0,857.0,0.0,72.0,False
2062,Earth,False,G,354.0,S,TRAPPIST-1e,20.0,False,546.0,0.0,228.0,0.0,0.0,False
2063,Earth,False,F,433.0,S,TRAPPIST-1e,29.0,False,1356.0,20.0,0.0,13.0,0.0,False
2064,Earth,True,G,355.0,S,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,False
2065,Earth,False,F,434.0,S,TRAPPIST-1e,15.0,False,0.0,2347.0,0.0,380.0,0.0,True
2066,Earth,False,F,445.0,P,TRAPPIST-1e,50.0,False,0.0,5.0,0.0,2170.0,0.0,False
2067,Europa,False,A,27.0,S,55 Cancri e,41.0,True,0.0,29813.0,0.0,1257.0,6.0,True
2068,Europa,False,A,27.0,S,TRAPPIST-1e,43.0,False,2.0,2229.0,33.0,6.0,198.0,True
2069,Europa,True,A,27.0,S,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,True
2070,Europa,False,A,27.0,S,TRAPPIST-1e,36.0,False,0.0,3206.0,0.0,698.0,72.0,False
2071,Earth,True,A,600.3676712973864,S,55 Cancri e,18.0,False,0.0,0.0,0.0,0.0,0.0,True
2072,Earth,False,G,357.0,S,TRAPPIST-1e,47.0,False,0.0,0.0,880.0,0.0,2.0,True
2073,Earth,True,G,355.0,P,PSO J318.5-22,29.0,False,0.0,0.0,0.0,0.0,0.0,True
2074,Earth,False,G,358.0,S,TRAPPIST-1e,28.82793046746535,False,0.0,86.0,0.0,252.0,570.0,False
2075,Earth,False,F,435.0,S,TRAPPIST-1e,14.0,False,0.0,600.0,0.0,204.0,0.0,True
2076,Earth,True,G,356.0,P,PSO J318.5-22,25.0,False,0.0,0.0,0.0,0.0,0.0,False
2077,Mars,False,E,158.0,S,TRAPPIST-1e,63.0,False,1172.0,0.0,1.0,311.1387779083431,0.0,False
2078,Earth,False,F,437.0,S,TRAPPIST-1e,22.0,False,48.0,329.0,182.0,26.0,154.0,False
2079,Mars,False,E,159.0,S,TRAPPIST-1e,32.0,False,2.0,416.0,26.0,510.0,0.0,False
2080,Earth,False,F,438.0,S,55 Cancri e,31.0,False,0.0,14.0,671.0,1.0,3.0,False
2081,Earth,False,F,438.0,S,TRAPPIST-1e,24.0,False,0.0,1220.0,0.0,140.0,0.0,False
2082,Earth,False,G,359.0,P,TRAPPIST-1e,39.0,False,9.0,18.0,0.0,2.0,878.0,False
2083,Mars,True,F,448.0,P,55 Cancri e,20.0,False,0.0,0.0,0.0,0.0,0.0,True
2084,Mars,True,F,448.0,P,55 Cancri e,20.0,False,0.0,0.0,0.0,0.0,0.0,True
2085,Mars,False,E,134.0,P,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,False
2086,Mars,False,E,134.0,P,55 Cancri e,20.0,False,552.0,8.0,1348.0,5.0,304.8547912992357,False
2087,Mars,False,D,66.0,P,TRAPPIST-1e,31.0,False,21.0,0.0,1031.0,0.0,304.8547912992357,False
2088,Mars,True,F,448.0,P,55 Cancri e,17.0,False,0.0,0.0,0.0,0.0,0.0,True
2089,Mars,True,F,448.0,P,TRAPPIST-1e,24.0,False,2538.0,0.0,61.0,0.0,0.0,False
2090,Earth,False,F,449.0,P,TRAPPIST-1e,27.0,False,203.0,539.0,0.0,0.0,0.0,False
2091,Europa,False,C,83.0,S,55 Cancri e,28.0,False,0.0,162.0,741.0,3733.0,99.0,True
2092,Europa,True,C,83.0,S,TRAPPIST-1e,41.0,False,0.0,0.0,0.0,0.0,0.0,True
2093,Europa,True,A,28.0,S,55 Cancri e,25.0,False,0.0,0.0,0.0,0.0,0.0,True
2094,Earth,False,F,439.0,S,PSO J318.5-22,26.0,False,93.0,0.0,469.0,0.0,0.0,True
2095,Earth,False,F,451.0,P,TRAPPIST-1e,27.0,False,485.0,1109.0,921.0,0.0,1.0,False
2096,Earth,False,G,362.0,P,TRAPPIST-1e,22.0,False,38.0,483.0,80.0,47.0,121.0,True
2097,Europa,False,A,29.0,S,55 Cancri e,62.0,False,320.0,1179.0,756.0,4996.0,85.0,False
2098,Europa,False,A,29.0,S,TRAPPIST-1e,58.0,False,2.0,1.0,14.0,2.0,1153.0,False
2099,Earth,False,G,363.0,P,TRAPPIST-1e,37.0,False,0.0,1368.0,0.0,311.1387779083431,960.0,False
2100,Earth,False,G,359.0,S,TRAPPIST-1e,54.0,False,701.0,32.0,171.0,8.0,0.0,False
2101,Earth,False,F,455.0,P,TRAPPIST-1e,26.0,False,0.0,10.0,0.0,702.0,1.0,False
2102,Europa,True,C,75.0,P,55 Cancri e,44.0,False,0.0,0.0,0.0,0.0,0.0,True
2103,Europa,True,C,75.0,P,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,True
2104,Earth,True,G,360.0,S,TRAPPIST-1e,47.0,False,0.0,0.0,0.0,0.0,0.0,True
2105,Europa,False,C,76.0,P,TRAPPIST-1e,27.0,True,0.0,3341.0,173.72916912197996,80.0,654.0,True
2106,Europa,True,B,66.0,P,55 Cancri e,22.0,False,0.0,0.0,0.0,0.0,0.0,True
2107,Earth,True,G,364.0,P,TRAPPIST-1e,46.0,False,224.687617481203,0.0,0.0,0.0,0.0,True
2108,Earth,False,F,441.0,S,TRAPPIST-1e,29.0,False,0.0,0.0,885.0,0.0,0.0,True
2109,Earth,False,G,365.0,P,55 Cancri e,43.0,False,485.0,4.0,136.0,48.0,0.0,False
